,track_name,textual,numerical
7852,All Right Now,Free Folk All Right Now,4.526536
7853,Saturday in the Park - Remastered,Chicago Folk Saturday in the Park - Remastered,3.9063000000000003
7854,Plastic,Moses Sumney Folk Plastic,2.8286
7855,Wildfire,Seafret Folk Wildfire,3.4783300000000006
7856,Untamed,Eddie Berman Folk Untamed,3.3227
7857,Sunshine Superman,Donovan Folk Sunshine Superman,3.768109720000001
7858,Sleepwalkin',Better Oblivion Community Center Folk Sleepwalkin',3.7705322000000003
7859,Cold Love,Rainbow Kitten Surprise Folk Cold Love,3.5387
7860,Happy Xmas (War Is Over) - Remastered,John Lennon Folk Happy Xmas (War Is Over) - Remastered,4.4425
7861,The Man in Me,Bob Dylan Folk The Man in Me,4.104
7862,Less Than I Do,The Band CAMINO Folk Less Than I Do,3.17760318
7863,Radio,Sylvan Esso Folk Radio,4.408799999999999
7864,Lua,Bright Eyes Folk Lua,3.21823
7865,Don't Worry Baby - Remastered 2001,The Beach Boys Folk Don't Worry Baby - Remastered 2001,3.63591
7866,Sailing,Christopher Cross Folk Sailing,3.69665
7867,Motion Sickness (Demo - Bonus Track),Phoebe Bridgers Folk Motion Sickness (Demo - Bonus Track),3.3446368
7868,Stay,Lisa Loeb & Nine Stories Folk Stay,3.816
7869,I Got Loaded,The Wood Brothers Folk I Got Loaded,3.568351
7870,26,Caamp Folk 26,3.665671
7871,El Paso,Marty Robbins Folk El Paso,4.3470289
7872,Love Is Mystical,Cold War Kids Folk Love Is Mystical,5.14350806
7873,Chicago,Sufjan Stevens Folk Chicago,3.8495
7874,"I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack","Gillian Welch Folk I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack",3.7978
7875,Hold Out Your Hand,Brandi Carlile Folk Hold Out Your Hand,3.5198899999999993
7876,1952 Vincent Black Lightning,Richard Thompson Folk 1952 Vincent Black Lightning,2.87190505
7877,Fool's Gold,S. Carey Folk Fool's Gold,3.446999999999999
7878,I Don't Wanna Be Funny Anymore,Lucy Dacus Folk I Don't Wanna Be Funny Anymore,4.4897
7879,You're No Good,Linda Ronstadt Folk You're No Good,3.57585
7880,Lilo,The Japanese House Folk Lilo,3.3811
7881,Summer in the City - Remastered,The Lovin' Spoonful Folk Summer in the City - Remastered,3.413977
7882,I Need Never Get Old,Nathaniel Rateliff & The Night Sweats Folk I Need Never Get Old,4.08604
7883,Youngblood,Angus & Julia Stone Folk Youngblood,4.9677
7884,You've Got a Friend,Carole King Folk You've Got a Friend,4.2916445
7885,715 - CR∑∑KS,Bon Iver Folk 715 - CR∑∑KS,3.6839999999999997
7886,Haunted House,Florence + The Machine Folk Haunted House,4.664282
7887,Hallelujah,Leonard Cohen Folk Hallelujah,3.7007200000000005
7888,When U Love Somebody,Fruit Bats Folk When U Love Somebody,4.119630000000001
7889,Little Lover,The Barr Brothers Folk Little Lover,4.033600000000001
7890,Dream A Little Dream Of Me - Album Version With Introduction,The Mamas & The Papas Folk Dream A Little Dream Of Me - Album Version With Introduction,3.7944999999999998
7891,Lemon Glow,Beach House Folk Lemon Glow,5.1886
7892,On the Frame (Acoustic),Beta Radio Folk On the Frame (Acoustic),4.646209000000001
7893,The District Sleeps Alone Tonight - Remastered,The Postal Service Folk The District Sleeps Alone Tonight - Remastered,3.7247000000000003
7894,Small Town,John Mellencamp Folk Small Town,4.66254
7895,Thunderbolt's Goodnight,Josh Ritter Folk Thunderbolt's Goodnight,3.3817
7896,Only Lonely,The Ballroom Thieves Folk Only Lonely,3.3304720000000003
7897,The System Only Dreams in Total Darkness,The National Folk The System Only Dreams in Total Darkness,6.308999999999999
7898,Foolish Games,Jewel Folk Foolish Games,3.322301
7899,(You Make Me Feel Like) A Natural Woman,Carole King Folk (You Make Me Feel Like) A Natural Woman,3.5792500000000005
7900,Still The Same,Bob Seger Folk Still The Same,4.310671999999999
7901,With You - A Sweet Little Love Song Demo,Valerie June Folk With You - A Sweet Little Love Song Demo,4.0098
7902,Pale Blue Eyes,The Velvet Underground Folk Pale Blue Eyes,3.21123
7903,Highland Grace,Hiss Golden Messenger Folk Highland Grace,3.686557
7904,So Far Away,Carole King Folk So Far Away,3.5425351999999997
7905,Shark Smile - Edit,Big Thief Folk Shark Smile - Edit,5.519700000000001
7906,Whatever You Do,Brandi Carlile Folk Whatever You Do,3.4373679999999998
7907,Wash.,Bon Iver Folk Wash.,3.6063
7908,Byegone,Volcano Choir Folk Byegone,3.7090999999999994
7909,Featherstone,The Paper Kites Folk Featherstone,4.176300000000001
7910,Where's My Love - Alternate Version,SYML Folk Where's My Love - Alternate Version,4.359299999999999
7911,5 Years Time,Noah And The Whale Folk 5 Years Time,4.155
7912,Buzzing in the Light,Dr. Dog Folk Buzzing in the Light,3.3156
7913,Where's My Love - Acoustic,SYML Folk Where's My Love - Acoustic,3.5692000000000004
7914,Fever To The Form,Nick Mulvey Folk Fever To The Form,4.9252
7915,She Lit a Fire,Lord Huron Folk She Lit a Fire,3.3442149999999997
7916,Sudden Love - Acoustic,The Woodlands Folk Sudden Love - Acoustic,3.7905020400000002
7917,Why Woman,Glen Hansard Folk Why Woman,2.98035
7918,Blues Run the Game - 2001 Remaster,Jackson C. Frank Folk Blues Run the Game - 2001 Remaster,3.6223899999999998
7919,Cats In The Cradle,Harry Chapin Folk Cats In The Cradle,3.1475
7920,Coming Down the Mountain,Mipso Folk Coming Down the Mountain,4.152900000000001
7921,Absolute Loser,Fruit Bats Folk Absolute Loser,3.2463
7922,Kodachrome,Paul Simon Folk Kodachrome,4.70890954
7923,Who Else Could I Be,Peter Bradley Adams Folk Who Else Could I Be,5.353300000000002
7924,No One's Gonna Love You,Band of Horses Folk No One's Gonna Love You,3.6349
7925,Speaking Terms,Snail Mail Folk Speaking Terms,3.7247
7926,This Is The Last Time,The National Folk This Is The Last Time,5.0291
7927,Rikki Don't Lose That Number,Steely Dan Folk Rikki Don't Lose That Number,3.9514715000000002
7928,Take It to the Limit - Eagles 2013 Remaster,Eagles Folk Take It to the Limit - Eagles 2013 Remaster,3.0822590000000005
7929,"Caledonia, My Love","Hiss Golden Messenger Folk Caledonia, My Love",3.286981
7930,Goodbye Stranger - 2010 Remastered,Supertramp Folk Goodbye Stranger - 2010 Remastered,4.1342
7931,Fly Away With Me,Tom Walker Folk Fly Away With Me,3.7145
7932,Had To Hear,Real Estate Folk Had To Hear,4.615900000000001
7933,Cracklin' Rosie - Single Version,Neil Diamond Folk Cracklin' Rosie - Single Version,3.9301000000000004
7934,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive Folk You Ain't Seen Nothing Yet,4.7677309999999995
7935,Heavenly Day,Patty Griffin Folk Heavenly Day,3.79900635
7936,All That and More (Sailboat),Rainbow Kitten Surprise Folk All That and More (Sailboat),3.791
7937,I'd Really Love to See You Tonight,England Dan Folk I'd Really Love to See You Tonight,3.7085999999999997
7938,What Is Life,George Harrison Folk What Is Life,4.379424
7939,Kiss on My List,Daryl Hall & John Oates Folk Kiss on My List,4.7799000000000005
7940,When It Lands,Rainbow Kitten Surprise Folk When It Lands,4.7597
7941,Son of a Preacher Man,Dusty Springfield Folk Son of a Preacher Man,3.9667
7942,Family and Genus,Shakey Graves Folk Family and Genus,4.2897
7943,Maybe I’m Amazed - Remastered 2011,Paul McCartney Folk Maybe I’m Amazed - Remastered 2011,3.9396000000000004
7944,I Get Around (Mono) - Mono,The Beach Boys Folk I Get Around (Mono) - Mono,4.921
7945,Top to Toe,Fenne Lily Folk Top to Toe,3.6764
7946,April Come She Will,Simon & Garfunkel Folk April Come She Will,3.2191519999999993
7947,She Don't Use Jelly,The Flaming Lips Folk She Don't Use Jelly,3.6816439
7948,Hymn #101,Joe Pug Folk Hymn #101,3.6243000000000003
7949,My City,Better Oblivion Community Center Folk My City,3.2427847
7950,Make It with You,Bread Folk Make It with You,3.724217
7951,Painkillers,Rainbow Kitten Surprise Folk Painkillers,3.2508899999999996
7952,New York,St. Vincent Folk New York,3.8890126000000005
7953,Lido Shuffle,Boz Scaggs Folk Lido Shuffle,4.045372599999999
7954,Almost Cut My Hair,"Crosby, Stills, Nash & Young Folk Almost Cut My Hair",3.6379699999999993
7955,Deacon Blues,Steely Dan Folk Deacon Blues,4.047332000000001
7956,Three Rounds and a Sound - Daytrotter Version,Blind Pilot Folk Three Rounds and a Sound - Daytrotter Version,3.9171599999999995
7957,Howling,Wild Rivers Folk Howling,4.3261
7958,Carry On,"Crosby, Stills, Nash & Young Folk Carry On",3.3510012499999995
7959,Country Road,James Taylor Folk Country Road,3.7170597
7960,Come As You Are,Imaginary Future Folk Come As You Are,4.294548
7961,Against The Wind,Bob Seger Folk Against The Wind,4.4124
7962,Because The Night [MTV Unplugged Version],"10,000 Maniacs Folk Because The Night [MTV Unplugged Version]",5.431269999999999
7963,Let It Be Me,Ray LaMontagne Folk Let It Be Me,3.199
7964,Bad Company - 2015 Remaster,Bad Company Folk Bad Company - 2015 Remaster,3.835
7965,sex money feelings die,Lykke Li Folk sex money feelings die,5.26040342
7966,Answers,Brooke Annibale Folk Answers,4.00010133
7967,The End Of Love,Florence + The Machine Folk The End Of Love,2.7396290000000003
7968,Both Sides Now,Joni Mitchell Folk Both Sides Now,2.87919
7969,Books,Caamp Folk Books,3.7510999999999997
7970,Funtimes in Babylon,Father John Misty Folk Funtimes in Babylon,3.5596999999999994
7971,Goodnight Chicago,Rainbow Kitten Surprise Folk Goodnight Chicago,3.9503
7972,Dust to Dust,The Civil Wars Folk Dust to Dust,3.6913000000000005
7973,Slack Jaw,Sylvan Esso Folk Slack Jaw,3.2739
7974,Suzanne,Leonard Cohen Folk Suzanne,4.67502
7975,Lost Sparks,Canyon City Folk Lost Sparks,3.4577179
7976,Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago Folk Hard to Say I'm Sorry / Get Away - 2006 Remaster,3.4788499999999996
7977,Half Light,BANNERS Folk Half Light,4.786600000000001
7978,Library Magic,The Head and the Heart Folk Library Magic,3.3439
7979,Mistakes,Lake Street Dive Folk Mistakes,4.610115
7980,Mythological Beauty,Big Thief Folk Mythological Beauty,3.7935
7981,Six Years,A Blaze of Feather Folk Six Years,2.8807
7982,Devil's Backbone,The Civil Wars Folk Devil's Backbone,4.7229295
7983,No Wrong,Bahamas Folk No Wrong,3.7568149999999996
7984,Common Man,Caamp Folk Common Man,4.4035
7985,Stay Young,Maisie Peters Folk Stay Young,3.7564056200000002
7986,Chariot,Jacob Lee Folk Chariot,3.1496000000000004
7987,Simple Twist of Fate,Bob Dylan Folk Simple Twist of Fate,3.3234600000000003
7988,Don't Wanna Fight,Alabama Shakes Folk Don't Wanna Fight,5.148000000000001
7989,Laundry Room,The Avett Brothers Folk Laundry Room,3.5212950000000003
7990,Fix You,Canyon City Folk Fix You,3.6662245999999996
7991,Criminal,Fiona Apple Folk Criminal,4.9075197
7992,Pulaski at Night,Andrew Bird Folk Pulaski at Night,3.763018
7993,Atlantis,Seafret Folk Atlantis,4.24970214
7994,Chasing Cars,Sleeping At Last Folk Chasing Cars,3.7502033700000004
7995,Run Rudolph Run - Single Version,Chuck Berry Folk Run Rudolph Run - Single Version,6.053526399999999
7996,The Logical Song - Remastered 2010,Supertramp Folk The Logical Song - Remastered 2010,5.915520000000001
7997,Sound & Color,Alabama Shakes Folk Sound & Color,4.119
7998,Distant Sures,The Cave Singers Folk Distant Sures,4.1595
7999,All Apologies,Sinéad O'Connor Folk All Apologies,3.1124
8000,Cassidy,Brett Dennen Folk Cassidy,3.7121084399999997
8001,"Hotel California - Live at the Los Angeles Forum, 10/20-22/76","Eagles Folk Hotel California - Live at the Los Angeles Forum, 10/20-22/76",4.5124200000000005
8002,Punta Cometa - Dancing For The Answers Alt Version,Nick Mulvey Folk Punta Cometa - Dancing For The Answers Alt Version,4.860900000000001
8003,If You Could Read My Mind,Gordon Lightfoot Folk If You Could Read My Mind,3.3307696
8004,Gloria,Henry Jamison Folk Gloria,3.4465000000000003
8005,I Will Possess Your Heart,Death Cab for Cutie Folk I Will Possess Your Heart,5.3643
8006,Masseduction,St. Vincent Folk Masseduction,3.46767
8007,Dave’s Song,Whitney Folk Dave’s Song,3.7956000000000003
8008,Birmingham,Shovels & Rope Folk Birmingham,3.0524000000000004
8009,Already Gone,Wild Rivers Folk Already Gone,3.3342050000000003
8010,Angels,Tom Walker Folk Angels,5.283300000000001
8011,American Woman - Remastered,The Guess Who Folk American Woman - Remastered,4.01468
8012,The Cascades,Fleet Foxes Folk The Cascades,3.8165999999999998
8013,Unknown Legend,Shovels & Rope Folk Unknown Legend,3.65980578
8014,Graveclothes,Birdtalker Folk Graveclothes,4.0273248
8015,Crimson and Clover - Single Version,Tommy James & The Shondells Folk Crimson and Clover - Single Version,3.3656
8016,Here with Me,Susie Suh Folk Here with Me,4.459
8017,Woman,John Lennon Folk Woman,4.3546700000000005
8018,Transatlanticism,Death Cab for Cutie Folk Transatlanticism,3.9971
8019,Silver Lining - Recorded at Spotify Studios NYC,Mt. Joy Folk Silver Lining - Recorded at Spotify Studios NYC,3.8108000000000004
8020,Iffy,Caamp Folk Iffy,3.93180843
8021,Two-Headed Boy,Neutral Milk Hotel Folk Two-Headed Boy,3.7450999999999994
8022,How Can You Sleep at Night?,Tom Walker Folk How Can You Sleep at Night?,4.527300000000001
8023,Here Comes The Sun,Richie Havens Folk Here Comes The Sun,4.994800000000001
8024,Rhinestone Cowboy,Glen Campbell Folk Rhinestone Cowboy,3.7051682
8025,A Life Of Illusion,Joe Walsh Folk A Life Of Illusion,4.1431000000000004
8026,Holy War,Rainbow Kitten Surprise Folk Holy War,4.4691
8027,Leader of the Band,Dan Fogelberg Folk Leader of the Band,3.8323
8028,Miles Apart,Nick Wilson Folk Miles Apart,3.3016840999999997
8029,"Lay, Lady, Lay","Bob Dylan Folk Lay, Lady, Lay",4.10684
8030,When My Time Comes,Dawes Folk When My Time Comes,3.5748499999999996
8031,Service Road,Better Oblivion Community Center Folk Service Road,3.4655384
8032,Towers,Bon Iver Folk Towers,3.9143000000000003
8033,Put It Together,Langhorne Slim Folk Put It Together,4.073332
8034,UFOF,Big Thief Folk UFOF,5.9339
8035,Asylum,Chloe Foy Folk Asylum,2.9253027900000004
8036,Musta Been Something,Lake Street Dive Folk Musta Been Something,3.2151799999999997
8037,You Got It,Roy Orbison Folk You Got It,4.62050146
8038,Hang Ups,Scott Helman Folk Hang Ups,4.442900000000001
8039,Black Car,Beach House Folk Black Car,4.6814
8040,Berth,Gregory Alan Isakov Folk Berth,4.7706
8041,Behind Blue Eyes,The Who Folk Behind Blue Eyes,3.095551
8042,The Wolves (Act I and II),Bon Iver Folk The Wolves (Act I and II),2.9373434
8043,Don't Swallow the Cap,The National Folk Don't Swallow the Cap,4.1064
8044,Talkin' Bout a Revolution,Tracy Chapman Folk Talkin' Bout a Revolution,4.271828
8045,Colour Me,Juke Ross Folk Colour Me,4.8901
8046,The Real World,Drugdealer Folk The Real World,3.5564
8047,Killer + The Sound,Phoebe Bridgers Folk Killer + The Sound,3.34166
8048,So Tied Up,Cold War Kids Folk So Tied Up,5.278212099999999
8049,Season of the Witch,Donovan Folk Season of the Witch,3.2865699999999998
8050,The End Of The Innocence,Don Henley Folk The End Of The Innocence,3.2881865
8051,Virginia May,Gregory Alan Isakov Folk Virginia May,3.4556664
8052,Grease - 2007 Remastered Version,Frankie Valli Folk Grease - 2007 Remastered Version,4.174099999999999
8053,King of a One Horse Town,Dan Auerbach Folk King of a One Horse Town,4.8054
8054,About You Now,Meadowlark Folk About You Now,3.8314000000000004
8055,Moonshadow,Yusuf / Cat Stevens Folk Moonshadow,3.9126596000000005
8056,Please Don't Say You Love Me,Gabrielle Aplin Folk Please Don't Say You Love Me,3.591500000000001
8057,Leaving on a Jet Plane,"Peter, Paul and Mary Folk Leaving on a Jet Plane",3.2283999999999997
8058,Strawberries,Caamp Folk Strawberries,3.14218
8059,Pain,The War On Drugs Folk Pain,4.808809
8060,Oom Sha La La,Haley Heynderickx Folk Oom Sha La La,3.1121
8061,Daydream Believer,The Monkees Folk Daydream Believer,3.9184
8062,Hours Are the New Days,Mary Glenn Folk Hours Are the New Days,3.1043000000000003
8063,Old Soul - Acoustic,Hudson Taylor Folk Old Soul - Acoustic,2.9873741
8064,Jupiter 4,Sharon Van Etten Folk Jupiter 4,4.102600000000001
8065,My Way,Tom Walker Folk My Way,3.2466999999999997
8066,"Holland, 1945","Neutral Milk Hotel Folk Holland, 1945",4.2113570000000005
8067,Ya Hey,Vampire Weekend Folk Ya Hey,3.505483
8068,1957,Milo Greene Folk 1957,4.4375558
8069,Reminiscing - Remastered,Little River Band Folk Reminiscing - Remastered,3.63464
8070,Chesapeake,Better Oblivion Community Center Folk Chesapeake,2.88630609
8071,Alan,Perfume Genius Folk Alan,3.2522999999999995
8072,Landslide,Beirut Folk Landslide,4.2471
8073,Crack The Case,Dawes Folk Crack The Case,3.4951699999999994
8074,Shooting Star - 2015 Remastered Version,Bad Company Folk Shooting Star - 2015 Remastered Version,3.8424390999999996
8075,Keep Me Around,The Wood Brothers Folk Keep Me Around,3.2874269999999997
8076,Face To Face,Mat Kearney Folk Face To Face,3.5670016199999997
8077,Shift,Henry Green Folk Shift,4.343700000000001
8078,Encore,Graham Nash Folk Encore,3.4217999999999993
8079,Red Eyes,The War On Drugs Folk Red Eyes,4.22351
8080,This Is Us Colliding,Talos Folk This Is Us Colliding,3.064609
8081,Road Head,Japanese Breakfast Folk Road Head,3.2003999999999997
8082,Hurdy Gurdy Man,Donovan Folk Hurdy Gurdy Man,2.99019
8083,Southern Nights,Whitney Folk Southern Nights,5.2034
8084,On the Train Ride Home,The Paper Kites Folk On the Train Ride Home,3.4214999999999995
8085,The Story I Heard,Blind Pilot Folk The Story I Heard,3.667295
8086,Blessings,Tom Walker Folk Blessings,3.86900399
8087,Red Bull & Hennessy,Jenny Lewis Folk Red Bull & Hennessy,4.743168
8088,Always Alright,Alabama Shakes Folk Always Alright,5.118399999999999
8089,Follow the Sun,Xavier Rudd Folk Follow the Sun,3.7665263
8090,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne Folk Such A Simple Thing - Recorded at Sound Stage Studios Nashville,3.020969
8091,Smokin',Boston Folk Smokin',4.188145
8092,Stronger Than That,Bahamas Folk Stronger Than That,4.049330000000001
8093,The Great Unknown,Mighty Oaks Folk The Great Unknown,4.8288332
8094,What Am I Here For,Jade Bird Folk What Am I Here For,3.1763100000000004
8095,Cry Out,Tom Walker Folk Cry Out,4.2316
8096,Grave Digger,Matt Maeson Folk Grave Digger,4.2613
8097,Haven Lea,Lists Folk Haven Lea,3.2883
8098,Morning Breeze,Juke Ross Folk Morning Breeze,3.55340224
8099,Grace,Florence + The Machine Folk Grace,3.1496799000000006
8100,El Condor Pasa (If I Could),Simon & Garfunkel Folk El Condor Pasa (If I Could),4.4482
8101,Put It On Me,Matt Maeson Folk Put It On Me,2.9268777999999998
8102,Jolene - Live,The Staves Folk Jolene - Live,3.4357
8103,May I Have This Dance,Meadowlark Folk May I Have This Dance,3.4535
8104,Dancing in the Dark,Eddie Berman Folk Dancing in the Dark,3.3735123000000002
8105,Either Way,Beta Radio Folk Either Way,4.079222000000001
8106,San Francisco,Foxygen Folk San Francisco,4.1233130000000005
8107,Up On Cripple Creek - Remastered 2000,The Band Folk Up On Cripple Creek - Remastered 2000,4.41085
8108,Old Friends,Pinegrove Folk Old Friends,3.9477999999999995
8109,Fade Away,Tom Walker Folk Fade Away,4.3106
8110,Dominoes,Tom Walker Folk Dominoes,4.6524
8111,666 ʇ,Bon Iver Folk 666 ʇ,4.6689
8112,Rich Girl,Lake Street Dive Folk Rich Girl,4.599030699999999
8113,Pink Houses,John Mellencamp Folk Pink Houses,3.85640308
8114,Take The Long Way Home - 2010 Remastered,Supertramp Folk Take The Long Way Home - 2010 Remastered,3.4478210000000002
8115,The Ghosts Of Beverly Drive,Death Cab for Cutie Folk The Ghosts Of Beverly Drive,4.0429979
8116,Echo - Recorded at Spotify Studios NYC,Mandolin Orange Folk Echo - Recorded at Spotify Studios NYC,4.1825
8117,Stop! In The Name Of Love,The Supremes Folk Stop! In The Name Of Love,4.1329
8118,One Of These Things First,Nick Drake Folk One Of These Things First,4.1457
8119,Bitter With The Sweet,Carole King Folk Bitter With The Sweet,4.248108
8120,I Am a Rock,Simon & Garfunkel Folk I Am a Rock,3.8932111000000003
8121,Turn to Stone,Electric Light Orchestra Folk Turn to Stone,4.721732
8122,A Hard Rain's A-Gonna Fall,Bob Dylan Folk A Hard Rain's A-Gonna Fall,3.4315710000000004
8123,Polly,Whitney Folk Polly,3.6782999999999997
8124,The Show,Tom Walker Folk The Show,3.3719
8125,Baby Can I Hold You,Tracy Chapman Folk Baby Can I Hold You,3.4241999999999995
8126,Wait Up For Me,Amos Lee Folk Wait Up For Me,2.97969
8127,Paint Me Silver,Pond Folk Paint Me Silver,3.9281199999999994
8128,These Boots Are Made For Walkin',Nancy Sinatra Folk These Boots Are Made For Walkin',3.72690111
8129,Bridge Back to Your Heart,The Beach Folk Bridge Back to Your Heart,4.5534
8130,Tequila Sunrise - Eagles 2013 Remaster,Eagles Folk Tequila Sunrise - Eagles 2013 Remaster,3.9256
8131,New Kid in Town - Eagles 2013 Remaster,Eagles Folk New Kid in Town - Eagles 2013 Remaster,3.9350000000000005
8132,Sophie,Bear's Den Folk Sophie,4.934589999999999
8133,Nocturne - Recorded at Spotify Studios NYC,Blanco White Folk Nocturne - Recorded at Spotify Studios NYC,4.16372
8134,Silly Love Songs - 1993 Digital Remaster,Wings Folk Silly Love Songs - 1993 Digital Remaster,3.9356000000000004
8135,Crooked,Amos Lee Folk Crooked,4.2270123
8136,(They Long To Be) Close To You,Carpenters Folk (They Long To Be) Close To You,3.0646420999999995
8137,Bones,Dustin Tebbutt Folk Bones,3.7308000000000003
8138,My Love Goes On (feat. Joss Stone),James Morrison Folk My Love Goes On (feat. Joss Stone),4.69848
8139,Girls Chase Boys,Ingrid Michaelson Folk Girls Chase Boys,3.4172154999999993
8140,Palace,Matthew And The Atlas Folk Palace,3.4657000000000004
8141,A Hazy Shade of Winter,Simon & Garfunkel Folk A Hazy Shade of Winter,5.06060711
8142,The Load Out,Jackson Browne Folk The Load Out,3.8972040000000003
8143,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates Folk Jingle Bell Rock - Daryl's Version,4.9322
8144,Phantom Limb,The Shins Folk Phantom Limb,3.6639850000000003
8145,Forget About,Sibylle Baier Folk Forget About,3.8381999999999996
8146,Save Me,Aimee Mann Folk Save Me,3.7541200000000003
8147,The Black and White,The Band CAMINO Folk The Black and White,3.1509820000000004
8148,Dream,Priscilla Ahn Folk Dream,3.1195296
8149,Let's Dance,M. Ward Folk Let's Dance,4.3256000000000006
8150,Ride Like the Wind,Christopher Cross Folk Ride Like the Wind,5.355216
8151,I Should Live in Salt,The National Folk I Should Live in Salt,3.27640734
8152,Abandoned Mansion,Dr. Dog Folk Abandoned Mansion,3.3606599999999998
8153,Otherside,Perfume Genius Folk Otherside,3.217694
8154,All the Same,Nick Wilson Folk All the Same,2.9975342999999994
8155,Obvious Bicycle,Vampire Weekend Folk Obvious Bicycle,3.308815
8156,9 Crimes,Damien Rice Folk 9 Crimes,3.1205773
8157,Feelin' Alright,Traffic Folk Feelin' Alright,3.8655
8158,Play God,Sam Fender Folk Play God,5.237900000000001
8159,Comes And Goes (In Waves),Greg Laswell Folk Comes And Goes (In Waves),3.5677999999999996
8160,River,Joni Mitchell Folk River,3.0495907
8161,Takin' Care Of Business,Bachman-Turner Overdrive Folk Takin' Care Of Business,4.3181027499999995
8162,The Call,Regina Spektor Folk The Call,3.316002
8163,Closer,Tegan and Sara Folk Closer,3.9506056999999997
8164,Anyone Else But You,The Moldy Peaches Folk Anyone Else But You,3.9350000000000005
8165,I Love the Rain the Most,Joe Purdy Folk I Love the Rain the Most,3.7062899999999996
8166,Watching The Wheels,John Lennon Folk Watching The Wheels,3.566100000000001
8167,Werewolves of London,Warren Zevon Folk Werewolves of London,3.6377600000000005
8168,Fourth of July,Sufjan Stevens Folk Fourth of July,4.4219
8169,Blood,The Middle East Folk Blood,2.664399999999999
8170,Wichita Lineman - Remastered,Glen Campbell Folk Wichita Lineman - Remastered,3.368999
8171,Switch,Cass McCombs Folk Switch,5.129423
8172,The Scientist,Corinne Bailey Rae Folk The Scientist,3.605323
8173,Hot Heavy Summer,Ben Howard Folk Hot Heavy Summer,4.5868
8174,Black Water - 45 Version,The Doobie Brothers Folk Black Water - 45 Version,3.6254
8175,Just This,Birdtalker Folk Just This,4.470822
8176,Autumn Town Leaves,Iron & Wine Folk Autumn Town Leaves,3.7582500000000003
8177,Bad Things,Rayland Baxter Folk Bad Things,3.9695
8178,Multi-Love,Unknown Mortal Orchestra Folk Multi-Love,5.4173
8179,Swim Good,Dermot Kennedy Folk Swim Good,3.98020207
8180,Super Cool (feat. Robyn & The Lonely Island) [From The LEGO® Movie 2: The Second Part - Original Motion Picture Soundtrack],Beck Folk Super Cool (feat. Robyn & The Lonely Island) [From The LEGO® Movie 2: The Second Part - Original Motion Picture Soundtrack],4.1081
8181,Postcards From Hell,The Wood Brothers Folk Postcards From Hell,3.4311
8182,The Gold,Manchester Orchestra Folk The Gold,3.6661899999999994
8183,These Days,Jackson Browne Folk These Days,3.3069300000000004
8184,I Get No Joy,Jade Bird Folk I Get No Joy,4.048
8185,What's Good,Fenne Lily Folk What's Good,4.5901064
8186,Mountain To Move,Nick Mulvey Folk Mountain To Move,4.0161
8187,Famous Blue Raincoat,Leonard Cohen Folk Famous Blue Raincoat,4.1343630000000005
8188,What Can I Say,Boz Scaggs Folk What Can I Say,3.6125400000000005
8189,Ramblin' Gamblin' Man,Bob Seger Folk Ramblin' Gamblin' Man,4.2101999999999995
8190,Lottery,Jade Bird Folk Lottery,3.4619999999999993
8191,Geyser,Mitski Folk Geyser,2.5848800000000005
8192,Aqualung,Jethro Tull Folk Aqualung,4.6888
8193,You Would Have to Lose Your Mind,The Barr Brothers Folk You Would Have to Lose Your Mind,4.4364
8194,The Mask,Matt Maeson Folk The Mask,3.6876025599999998
8195,Sound System,Operation Ivy Folk Sound System,3.9310649999999994
8196,Lighthouse,Axel Flovent Folk Lighthouse,3.6516999999999995
8197,Better,Declan J Donovan Folk Better,3.8765
8198,Arms Of A Woman,Amos Lee Folk Arms Of A Woman,3.2425819999999996
8199,One,Three Dog Night Folk One,3.6909151
8200,Exception to the Rule,Better Oblivion Community Center Folk Exception to the Rule,3.6037055
8201,Everything Is AWESOME!!!,Tegan and Sara Folk Everything Is AWESOME!!!,4.89900141
8202,K.,Rosie Carney Folk K.,3.55943
8203,My Lover,Birdtalker Folk My Lover,2.6898729999999995
8204,Carry On,Norah Jones Folk Carry On,3.7753000000000005
8205,Rainbow Connection,Sleeping At Last Folk Rainbow Connection,3.6707000000000005
8206,Call My Name,I'm With Her Folk Call My Name,3.9567
8207,Saturday,Real Estate Folk Saturday,3.8754999999999993
8208,Ooh La La,Faces Folk Ooh La La,4.782011399999999
8209,What I Am,Edie Brickell & New Bohemians Folk What I Am,4.3271493
8210,Golden Days,Whitney Folk Golden Days,4.503100000000001
8211,Sherry,Frankie Valli & The Four Seasons Folk Sherry,4.1981
8212,The Last Waltz Suite: The Weight (feat. The Staples),The Band Folk The Last Waltz Suite: The Weight (feat. The Staples),3.8076021900000003
8213,Better Days,Graham Nash Folk Better Days,3.0561499999999997
8214,You Never Can Tell,Chuck Berry Folk You Never Can Tell,5.4570699000000005
8215,Alone With Me,Vance Joy Folk Alone With Me,4.0667100000000005
8216,Mr. Tambourine Man,The Byrds Folk Mr. Tambourine Man,4.1184376
